-378.6476868327402, 0, 0, mean
-378.6476868327402, 0.6040268456375912, 0, std
-360.14234875444845, 2.4161073825503365, 1, mean
-361.56583629893237, 4.832214765100673, 1, std
-344.48398576512454, 10.06711409395973, 2, mean
-344.48398576512454, 15.100671140939596, 2, std
-328.8256227758007, 2.4161073825503365, 3, mean
-328.8256227758007, 4.228187919463082, 3, std
-314.5907473309608, 5.838926174496635, 4, mean
-314.5907473309608, 9.261744966442961, 4, std
-297.50889679715306, 3.825503355704697, 5, mean
-297.50889679715306, 7.24832214765101, 5, std
-281.85053380782915, 1.2080536912751683, 6, mean
-281.85053380782915, 2.617449664429529, 6, std
-264.7686832740213, 8.053691275167793, 7, mean
-264.7686832740213, 12.281879194630875, 7, std
-250.5338078291815, 16.91275167785235, 8, mean
-250.5338078291815, 22.348993288590606, 8, std
-234.87544483985766, 40.671140939597315, 9, mean
-233.45195729537363, 50.53691275167786, 9, std
-217.79359430604978, 38.85906040268456, 10, mean
-216.3701067615658, 46.912751677852356, 10, std
-203.55871886120997, 23.35570469798658, 11, mean
-200.71174377224196, 32.61744966442953, 11, std
-185.05338078291817, 8.053691275167793, 12, mean
-186.47686832740214, 14.496644295302012, 12, std
-172.24199288256233, 34.02684563758389, 13, mean
-170.81850533807824, 40.872483221476514, 13, std
-153.73665480427047, 39.261744966442954, 14, mean
-152.3131672597865, 47.71812080536913, 14, std
-136.65480427046265, 35.033557046979865, 15, mean
-138.07829181494662, 41.67785234899329, 15, std
-120.99644128113874, 41.07382550335571, 16, mean
-120.99644128113874, 48.52348993288591, 16, std
-105.33807829181495, 34.630872483221474, 17, mean
-105.33807829181495, 41.4765100671141, 17, std
-88.25622775800707, 42.48322147651007, 18, mean
-88.25622775800707, 49.530201342281885, 18, std
-74.02135231316726, 31.61073825503356, 19, mean
-74.02135231316726, 37.651006711409394, 19, std
-58.36298932384341, 52.75167785234899, 20, mean
-56.93950177935943, 58.59060402684564, 20, std
-41.28113879003553, 43.691275167785236, 21, mean
-41.28113879003553, 49.530201342281885, 21, std
-25.622775800711793, 39.66442953020134, 22, mean
-25.622775800711793, 44.899328859060404, 22, std
-7.117437722419936, 41.67785234899329, 23, mean
-8.540925266903855, 46.51006711409396, 23, std
5.693950177935903, 34.83221476510067, 24, mean
7.117437722419936, 39.66442953020134, 24, std
25.622775800711793, 39.46308724832215, 25, mean
24.19928825622776, 44.899328859060404, 25, std
39.857651245551665, 29.194630872483224, 26, mean
39.857651245551665, 34.02684563758389, 26, std
55.516014234875456, 20.939597315436245, 27, mean
55.516014234875456, 25.167785234899327, 27, std
69.75088967971533, 33.422818791946305, 28, mean
71.17437722419936, 39.060402684563755, 28, std
86.83274021352315, 24.563758389261743, 29, mean
88.25622775800707, 30.604026845637584, 29, std
102.49110320284694, 19.127516778523493, 30, mean
103.91459074733109, 24.16107382550335, 30, std
116.72597864768693, 13.691275167785236, 31, mean
116.72597864768693, 18.5234899328859, 31, std
135.23131672597867, 7.651006711409394, 32, mean
136.6548042704627, 11.275167785234899, 32, std
152.3131672597865, 2.818791946308721, 33, mean
152.3131672597865, 4.832214765100673, 33, std
167.9715302491103, 3.221476510067106, 34, mean
169.39501779359432, 4.832214765100673, 34, std
185.0533807829181, 3.221476510067106, 35, mean
183.62989323843408, 5.033557046979865, 35, std
199.2882562277581, 3.825503355704697, 36, mean
199.2882562277581, 5.637583892617442, 36, std
214.9466192170819, 0.4026845637583847, 37, mean
214.9466192170819, 1.610738255033553, 37, std
259.0747330960854, 0.20134228187919234, 38, mean
257.6512455516014, 1.2080536912751683, 38, std
